Location,Under 5,5 to 9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75 to 79,80 to 84,85 to 89,90 to 94,95 plus,,over 25,Total
Kenya,0,0,0,62.41257197,60.98957887,73.65259946,138.52583,230.6826392,363.2501182,586.7202925,787.5486176,1107.521682,1436.672088,1688.285097,1957.578816,1847.030882,1602.762367,1137.990701,475.3477853,159.6744572,,13593.24397,13716.64612
Kiribati,0,0,0,0.166271384,0.800275435,1.84723747,4.809686904,7.097717963,10.59537264,13.99970464,18.41288656,24.34047055,25.90429659,15.61657741,11.69336296,11.07216688,6.038091633,3.870986528,1.093383669,0.246804674,,156.6387471,157.6052939
Kuwait,0,0,0,3.059017838,8.24949512,19.76937711,60.01396682,93.39794484,147.9949816,207.2029673,271.7293943,266.2188151,262.7657588,190.278214,221.7482493,176.7957512,216.0811893,229.5408903,148.5368752,75.80765316,,2587.882028,2599.190541
Kyrgyzstan,0,0,0,2.779203712,7.075451427,18.1960387,49.28616773,76.99153371,132.9159848,226.7056755,372.5321357,692.7277727,984.71521,1247.354488,1000.55614,1455.11276,2141.84888,1731.369601,1077.930754,264.8395248,,11473.08267,11482.93732
Lao People's Democratic Republic,0,0,0,13.59656053,26.39897187,46.83050487,77.90511469,108.6315991,168.0520195,247.8666506,369.5745263,497.6546756,627.4535597,677.6013973,677.7494362,715.5002989,670.2427857,451.8625903,218.6137158,79.27203693,,5634.810912,5674.806444
Latvia,0,0,0,0.106740914,0.445682789,1.585287415,5.931288217,13.44950674,32.89579274,72.94756957,146.9679791,290.9111519,467.7680029,624.3989723,780.0482756,1313.948578,1837.003586,1773.19136,1260.591426,398.5598347,,9020.19861,9020.751033
Lebanon,0,0,0,13.27159381,25.41649569,44.10209581,81.5713894,112.888108,165.512105,288.0996785,421.9368643,653.6538828,852.3836604,1175.877108,1574.682849,1866.102438,2102.767647,1704.729708,890.0902341,278.3338608,,12212.73163,12251.41972
Lesotho,0,0,0,1.464460956,2.261221211,4.107746353,9.749301769,21.81038467,39.7170577,65.16995958,97.82793133,128.2342083,157.0102242,182.0552846,174.5747297,147.720596,127.6382943,74.878899,28.74887495,7.466670681,,1266.710163,1270.435845
Liberia,0,0,0,4.504060621,6.48865953,6.156994967,15.4756352,30.60860462,54.70305125,94.61653198,111.8991746,132.1315879,177.3354616,222.3552729,248.152803,245.1256034,239.1529764,174.8599295,94.02045633,30.6431856,,1877.237269,1888.229989
Libya,0,0,0,23.66364104,37.55868314,53.52811498,98.58222676,169.5554632,261.6352505,422.6116969,475.4669195,561.2366621,715.5918936,794.1741911,844.1642732,992.1101503,855.7296997,775.9111668,500.1721236,245.1128832,,7765.582716,7826.80504
Lithuania,0,0,0,0.265714801,0.993082162,3.973551807,10.98364579,23.90469853,52.10955711,125.9332223,223.4122774,433.8948595,648.3878294,861.1973121,1084.737563,1812.436335,2877.190342,3411.298677,2351.648264,715.4459843,,14636.55412,14637.81292
Luxembourg,0,0,0,0.049386987,0.159471104,0.303738259,0.761881088,1.598627942,3.07374822,6.493302491,11.23322829,17.21274671,23.34393711,33.47409651,47.80992281,70.70458928,103.6342265,132.7269736,104.2116855,59.76263198,,616.3453363,616.5541944
North Macedonia,0,0,0,1.210031423,2.938099819,5.267673945,10.68965465,25.46815044,47.75129238,97.43489073,156.2296418,269.690133,390.8158543,570.6312252,664.813703,929.7932465,980.9568379,755.2800079,225.3805516,21.44663821,,5151.649501,5155.797633
