GEOID10,Base_HNO3_mol,Base_NH3f_mol,Base_NO3_mol
01091,0.018444622495624636,0.016940415880767043,0.0061151202315345606
01093,0.022953481835712674,0.06498353385645969,0.013588371415837758
01095,0.02984862438137856,0.20202669539955714,0.02984862438137856
01097,0.02137022872109421,5.173549071639666e-4,0.00477771312293936
01099,0.01802311143946371,0.014646090523113067,0.005730642042749952
01101,0.02287378384284043,0.028783503655107484,0.008815130473429593
01103,0.027381636057659756,0.10712987337835984,0.02117970260516711
01105,0.020213713210499317,0.00814105482126909,0.0054740537964475386
01107,0.021391725616016852,0.05431722730107022,0.011650437571209987
01109,0.01974548072756517,0.06140990496994343,0.01196184152833774
01111,0.025934058932296337,0.06552287520039575,0.014762676463073884
01113,0.024680340731845406,0.018833310600472053,0.007987281037398724
01115,0.029293922802785217,0.0750067568306182,0.017388614073452425
01117,0.029937577433222846,0.02945863798484026,0.010936638922484197
